,City,Card_Type,Exp_Type,Gender,Amount,Year,Month
13494,"Delhi, India",Gold,Entertainment,F,209992.0,2014,January
13495,"Greater Mumbai, India",Signature,Entertainment,F,31666.0,2014,November
13496,"Ahmedabad, India",Gold,Entertainment,M,217049.0,2015,April
13497,"Greater Mumbai, India",Platinum,Fuel,M,40930.0,2013,December
13498,"Delhi, India",Signature,Grocery,F,246535.0,2014,January
13499,"Bengaluru, India",Gold,Grocery,F,1972.0,2014,August
13500,"Greater Mumbai, India",Signature,Bills,M,297551.0,2014,February
13501,"Bengaluru, India",Gold,Fuel,M,138315.0,2014,September
13502,"Bengaluru, India",Platinum,Food,F,274343.0,2015,May
13503,"Bengaluru, India",Signature,Fuel,F,222019.0,2015,January
13504,"Ahmedabad, India",Silver,Grocery,M,215629.0,2014,July
13505,"Delhi, India",Silver,Fuel,F,110482.0,2015,January
13506,"Bengaluru, India",Gold,Grocery,F,98457.0,2014,April
13507,"Delhi, India",Gold,Grocery,M,139519.0,2014,March
13508,"Ahmedabad, India",Silver,Grocery,F,296050.0,2014,July
13509,"Delhi, India",Gold,Bills,F,50476.0,2015,April
13510,"Bengaluru, India",Signature,Bills,F,292575.0,2014,March
13511,"Greater Mumbai, India",Signature,Grocery,F,274505.0,2015,February
13512,"Greater Mumbai, India",Signature,Food,F,38864.0,2015,April
13513,"Ahmedabad, India",Gold,Food,M,227349.0,2014,July
13514,"Bengaluru, India",Gold,Grocery,M,46631.0,2014,August
13515,"Ahmedabad, India",Gold,Grocery,M,7867.0,2014,June
13516,"Bengaluru, India",Platinum,Bills,M,152693.0,2014,May
13517,"Ahmedabad, India",Signature,Bills,F,103906.0,2015,February
13518,"Ahmedabad, India",Signature,Bills,F,196033.0,2014,November
13519,"Delhi, India",Silver,Fuel,M,266243.0,2014,June
13520,"Greater Mumbai, India",Platinum,Grocery,M,45584.0,2014,December
13521,"Delhi, India",Gold,Food,M,270525.0,2014,April
13522,"Greater Mumbai, India",Silver,Food,F,181073.0,2015,February
13523,"Ahmedabad, India",Platinum,Fuel,M,153548.0,2014,October
13524,"Delhi, India",Silver,Bills,M,240211.0,2015,March
13525,"Greater Mumbai, India",Gold,Grocery,M,142725.0,2013,October
13526,"Bengaluru, India",Signature,Bills,M,250495.0,2013,October
13527,"Delhi, India",Signature,Food,F,195523.0,2014,January
13528,"Greater Mumbai, India",Silver,Bills,M,130203.0,2014,September
13529,"Ahmedabad, India",Signature,Grocery,M,55861.0,2015,January
13530,"Ahmedabad, India",Gold,Food,M,232578.0,2013,November
13531,"Bengaluru, India",Gold,Entertainment,F,109579.0,2014,May
13532,"Delhi, India",Silver,Fuel,M,198088.0,2015,February
13533,"Greater Mumbai, India",Platinum,Bills,F,30185.0,2015,March
13534,"Delhi, India",Signature,Grocery,F,59662.0,2015,March
13535,"Bengaluru, India",Signature,Grocery,M,205334.0,2014,December
13536,"Delhi, India",Platinum,Fuel,F,74559.0,2013,November
13537,"Bengaluru, India",Silver,Food,M,126931.0,2013,November
13538,"Ahmedabad, India",Platinum,Food,F,98246.0,2014,July
13539,"Bengaluru, India",Platinum,Fuel,M,10390.0,2015,March
13540,"Bengaluru, India",Silver,Bills,M,148675.0,2014,May
13541,"Bengaluru, India",Silver,Food,M,35797.0,2014,March
13542,"Greater Mumbai, India",Silver,Grocery,M,139618.0,2014,June
13543,"Greater Mumbai, India",Platinum,Food,M,234983.0,2014,January
13544,"Ahmedabad, India",Silver,Food,M,192160.0,2014,July
13545,"Ahmedabad, India",Platinum,Bills,F,121091.0,2013,November
13546,"Bengaluru, India",Signature,Fuel,F,241004.0,2014,July
13547,"Greater Mumbai, India",Silver,Grocery,F,262542.0,2015,January
13548,"Delhi, India",Signature,Entertainment,F,21226.0,2014,March
13549,"Bengaluru, India",Signature,Grocery,F,21387.0,2014,July
13550,"Delhi, India",Platinum,Food,M,241399.0,2014,August
13551,"Delhi, India",Platinum,Grocery,M,21941.0,2015,May
13552,"Ahmedabad, India",Signature,Grocery,M,35671.0,2014,September
13553,"Greater Mumbai, India",Platinum,Fuel,M,283676.0,2013,November
13554,"Ahmedabad, India",Silver,Food,M,196038.0,2015,March
13555,"Ahmedabad, India",Signature,Fuel,M,220239.0,2014,September
13556,"Bengaluru, India",Signature,Entertainment,M,55659.0,2014,August
13557,"Greater Mumbai, India",Silver,Grocery,F,189544.0,2014,June
13558,"Greater Mumbai, India",Gold,Grocery,M,207719.0,2014,September
13559,"Ahmedabad, India",Signature,Bills,M,64743.0,2014,October
13560,"Bengaluru, India",Silver,Fuel,M,109711.0,2014,November
13561,"Ahmedabad, India",Gold,Bills,M,190231.0,2014,January
13562,"Ahmedabad, India",Gold,Grocery,M,48619.0,2013,October
13563,"Bengaluru, India",Signature,Entertainment,F,272257.0,2014,August
13564,"Greater Mumbai, India",Platinum,Bills,F,112811.0,2014,April
13565,"Greater Mumbai, India",Gold,Food,F,197640.0,2015,April
13566,"Ahmedabad, India",Signature,Bills,F,207800.0,2014,January
13567,"Ahmedabad, India",Platinum,Bills,M,248429.0,2014,June
13568,"Delhi, India",Platinum,Grocery,F,156218.0,2015,May
13569,"Bengaluru, India",Platinum,Fuel,M,105095.0,2013,December
13570,"Delhi, India",Silver,Fuel,M,269776.0,2014,April
13571,"Bengaluru, India",Gold,Grocery,M,239548.0,2014,March
13572,"Greater Mumbai, India",Gold,Grocery,M,182003.0,2014,February
13573,"Greater Mumbai, India",Platinum,Fuel,F,46733.0,2015,February
13574,"Ahmedabad, India",Platinum,Grocery,F,225087.0,2014,July
13575,"Greater Mumbai, India",Signature,Entertainment,M,297518.0,2014,June
13576,"Ahmedabad, India",Gold,Food,F,41665.0,2015,March
13577,"Delhi, India",Platinum,Fuel,F,36505.0,2014,December
13578,"Ahmedabad, India",Platinum,Fuel,F,32832.0,2014,October
13579,"Greater Mumbai, India",Gold,Food,F,250794.0,2014,October
13580,"Bengaluru, India",Gold,Bills,M,47228.0,2013,October
13581,"Bengaluru, India",Signature,Fuel,F,128178.0,2015,March
13582,"Delhi, India",Signature,Food,F,145388.0,2015,April
13583,"Delhi, India",Signature,Grocery,F,152430.0,2014,October
13584,"Delhi, India",Silver,Fuel,F,251074.0,2014,October
13585,"Bengaluru, India",Signature,Entertainment,F,291683.0,2015,April
13586,"Delhi, India",Silver,Entertainment,F,209476.0,2014,August
13587,"Greater Mumbai, India",Gold,Food,F,75069.0,2014,November
13588,"Ahmedabad, India",Platinum,Grocery,F,22000.0,2015,April
13589,"Ahmedabad, India",Platinum,Grocery,F,108304.0,2014,March
13590,"Ahmedabad, India",Signature,Grocery,F,80782.0,2014,March
13591,"Ahmedabad, India",Gold,Bills,M,162154.0,2014,April
13592,"Bengaluru, India",Silver,Fuel,F,175034.0,2014,August
13593,"Ahmedabad, India",Gold,Food,M,24982.0,2014,May
13594,"Greater Mumbai, India",Silver,Bills,M,5427.0,2015,April
13595,"Greater Mumbai, India",Gold,Entertainment,F,11193.0,2015,February
13596,"Delhi, India",Platinum,Bills,F,36549.0,2014,May
13597,"Greater Mumbai, India",Gold,Bills,F,24703.0,2014,February
13598,"Ahmedabad, India",Silver,Bills,M,217494.0,2014,July
13599,"Bengaluru, India",Platinum,Bills,F,190334.0,2014,April
13600,"Delhi, India",Silver,Bills,M,110522.0,2015,February
13601,"Bengaluru, India",Silver,Fuel,F,275097.0,2014,June
13602,"Greater Mumbai, India",Platinum,Entertainment,F,171339.0,2014,March
13603,"Greater Mumbai, India",Gold,Entertainment,F,57495.0,2015,January
13604,"Ahmedabad, India",Platinum,Grocery,M,108757.0,2015,May
13605,"Bengaluru, India",Signature,Fuel,M,18847.0,2014,December
13606,"Bengaluru, India",Gold,Bills,M,1103.0,2014,May
13607,"Ahmedabad, India",Silver,Food,M,119360.0,2014,July
13608,"Ahmedabad, India",Signature,Bills,F,162055.0,2014,September
13609,"Ahmedabad, India",Silver,Bills,M,229333.0,2015,March
13610,"Delhi, India",Platinum,Bills,M,51920.0,2014,May
13611,"Delhi, India",Platinum,Entertainment,F,210833.0,2014,September
13612,"Greater Mumbai, India",Signature,Bills,M,223941.0,2014,August
13613,"Ahmedabad, India",Platinum,Grocery,F,292956.0,2014,May
13614,"Ahmedabad, India",Silver,Food,F,60466.0,2015,February
13615,"Bengaluru, India",Signature,Fuel,F,187697.0,2014,July
13616,"Delhi, India",Signature,Food,M,271803.0,2013,October
13617,"Greater Mumbai, India",Signature,Food,M,240551.0,2014,November
13618,"Ahmedabad, India",Platinum,Grocery,F,38733.0,2015,January
13619,"Ahmedabad, India",Platinum,Entertainment,M,49690.0,2015,March
13620,"Bengaluru, India",Silver,Fuel,F,70301.0,2014,June
13621,"Greater Mumbai, India",Silver,Entertainment,F,107190.0,2013,November
13622,"Greater Mumbai, India",Signature,Fuel,M,113478.0,2014,July
13623,"Bengaluru, India",Silver,Entertainment,M,122517.0,2014,June
13624,"Greater Mumbai, India",Silver,Fuel,F,281096.0,2013,October
13625,"Bengaluru, India",Silver,Food,F,254191.0,2015,March
13626,"Ahmedabad, India",Gold,Bills,M,222342.0,2015,May
13627,"Greater Mumbai, India",Signature,Entertainment,M,139404.0,2014,February
13628,"Delhi, India",Silver,Bills,M,59984.0,2015,April
13629,"Bengaluru, India",Silver,Fuel,F,279450.0,2014,June
13630,"Bengaluru, India",Gold,Entertainment,F,209691.0,2014,March
13631,"Delhi, India",Signature,Grocery,F,100311.0,2015,April
13632,"Delhi, India",Silver,Grocery,F,19441.0,2015,January
13633,"Ahmedabad, India",Platinum,Fuel,F,76150.0,2014,June
13634,"Ahmedabad, India",Gold,Food,F,146154.0,2014,May
13635,"Bengaluru, India",Platinum,Grocery,M,122069.0,2014,April
13636,"Delhi, India",Gold,Entertainment,F,167517.0,2014,May
13637,"Ahmedabad, India",Signature,Entertainment,F,15485.0,2014,February
13638,"Delhi, India",Gold,Bills,F,108608.0,2014,May
13639,"Bengaluru, India",Silver,Bills,F,277327.0,2015,February
13640,"Greater Mumbai, India",Signature,Bills,F,84617.0,2015,March
13641,"Bengaluru, India",Signature,Fuel,M,29121.0,2014,March
13642,"Greater Mumbai, India",Silver,Food,M,113725.0,2015,May
13643,"Ahmedabad, India",Silver,Fuel,F,209312.0,2015,April
13644,"Bengaluru, India",Gold,Food,F,44431.0,2014,April
13645,"Ahmedabad, India",Platinum,Food,F,88938.0,2014,July
13646,"Greater Mumbai, India",Gold,Bills,F,41623.0,2014,June
13647,"Bengaluru, India",Platinum,Bills,F,63966.0,2014,November
13648,"Ahmedabad, India",Platinum,Entertainment,F,256339.0,2014,December
13649,"Bengaluru, India",Gold,Fuel,M,179182.0,2015,January
13650,"Delhi, India",Gold,Entertainment,F,215964.0,2014,August
13651,"Ahmedabad, India",Signature,Entertainment,F,153229.0,2014,September
13652,"Bengaluru, India",Gold,Grocery,M,2673.0,2014,September
13653,"Bengaluru, India",Silver,Entertainment,M,119191.0,2014,August
13654,"Greater Mumbai, India",Silver,Fuel,F,78598.0,2015,April
13655,"Greater Mumbai, India",Platinum,Grocery,M,249270.0,2014,January
13656,"Greater Mumbai, India",Signature,Grocery,F,44288.0,2013,October
13657,"Bengaluru, India",Silver,Bills,M,247819.0,2013,November
13658,"Ahmedabad, India",Gold,Grocery,M,192534.0,2015,April
13659,"Delhi, India",Silver,Grocery,M,287642.0,2014,July
13660,"Bengaluru, India",Signature,Grocery,F,185933.0,2013,December
13661,"Ahmedabad, India",Signature,Grocery,F,292727.0,2014,March
13662,"Bengaluru, India",Signature,Food,F,104925.0,2015,February
13663,"Bengaluru, India",Signature,Bills,M,198778.0,2014,November
13664,"Bengaluru, India",Signature,Bills,M,209592.0,2014,April
13665,"Bengaluru, India",Signature,Food,F,117364.0,2014,April
13666,"Delhi, India",Gold,Food,M,288921.0,2015,May
13667,"Greater Mumbai, India",Platinum,Grocery,F,275325.0,2014,August
13668,"Ahmedabad, India",Signature,Entertainment,F,63105.0,2013,December
13669,"Ahmedabad, India",Silver,Entertainment,F,100961.0,2013,October
13670,"Bengaluru, India",Platinum,Bills,M,216751.0,2014,December
13671,"Greater Mumbai, India",Platinum,Entertainment,M,179301.0,2014,April
13672,"Ahmedabad, India",Signature,Entertainment,M,1931.0,2015,January
13673,"Delhi, India",Gold,Grocery,M,43932.0,2015,March
13674,"Ahmedabad, India",Silver,Entertainment,M,94721.0,2014,November
13675,"Ahmedabad, India",Silver,Grocery,M,77202.0,2014,July
13676,"Delhi, India",Platinum,Bills,M,77410.0,2013,October
13677,"Ahmedabad, India",Gold,Fuel,M,224235.0,2014,January
13678,"Greater Mumbai, India",Signature,Fuel,F,255295.0,2013,December
13679,"Bengaluru, India",Signature,Fuel,M,64506.0,2014,February
13680,"Greater Mumbai, India",Signature,Food,F,275196.0,2015,February
13681,"Delhi, India",Platinum,Fuel,M,291386.0,2014,September
13682,"Delhi, India",Gold,Food,F,138511.0,2013,December
13683,"Bengaluru, India",Silver,Grocery,F,261524.0,2015,February
13684,"Ahmedabad, India",Platinum,Bills,M,2568.0,2014,January
13685,"Ahmedabad, India",Silver,Entertainment,F,141927.0,2015,May
13686,"Bengaluru, India",Gold,Bills,F,65659.0,2015,January
13687,"Bengaluru, India",Gold,Bills,M,282107.0,2013,October
13688,"Bengaluru, India",Gold,Entertainment,M,101893.0,2014,July
13689,"Delhi, India",Signature,Grocery,M,267490.0,2014,January
13690,"Bengaluru, India",Gold,Food,F,197055.0,2014,April
13691,"Delhi, India",Platinum,Food,M,171081.0,2015,May
13692,"Greater Mumbai, India",Platinum,Fuel,F,240695.0,2013,December
13693,"Bengaluru, India",Gold,Bills,M,105523.0,2014,July
13694,"Bengaluru, India",Silver,Bills,F,34019.0,2014,December
13695,"Ahmedabad, India",Signature,Fuel,M,165722.0,2014,November
13696,"Bengaluru, India",Gold,Fuel,M,242542.0,2014,September
13697,"Ahmedabad, India",Gold,Food,F,47708.0,2013,October
13698,"Delhi, India",Silver,Entertainment,M,56175.0,2014,August
13699,"Delhi, India",Signature,Fuel,F,174300.0,2015,April
13700,"Greater Mumbai, India",Silver,Food,M,17031.0,2014,May
13701,"Delhi, India",Gold,Grocery,M,176592.0,2013,December
13702,"Delhi, India",Gold,Fuel,F,184474.0,2015,January
13703,"Ahmedabad, India",Platinum,Grocery,M,178894.0,2013,October
13704,"Bengaluru, India",Gold,Bills,M,39237.0,2014,April
13705,"Ahmedabad, India",Signature,Food,M,81265.0,2014,March
13706,"Bengaluru, India",Gold,Entertainment,M,179392.0,2014,March
13707,"Greater Mumbai, India",Signature,Grocery,F,26314.0,2014,December
13708,"Delhi, India",Platinum,Food,M,135605.0,2014,August
13709,"Greater Mumbai, India",Silver,Entertainment,F,58636.0,2013,December
13710,"Delhi, India",Silver,Fuel,M,279391.0,2014,December
13711,"Bengaluru, India",Platinum,Grocery,M,150837.0,2014,July
13712,"Bengaluru, India",Platinum,Fuel,M,5316.0,2014,April
13713,"Ahmedabad, India",Signature,Food,M,26872.0,2014,February
13714,"Ahmedabad, India",Gold,Fuel,M,246848.0,2014,January
13715,"Ahmedabad, India",Signature,Entertainment,M,107163.0,2014,June
13716,"Bengaluru, India",Platinum,Entertainment,M,207523.0,2014,April
13717,"Bengaluru, India",Gold,Fuel,F,103688.0,2014,August
13718,"Delhi, India",Platinum,Entertainment,M,299140.0,2014,November
13719,"Bengaluru, India",Silver,Fuel,M,168065.0,2013,November
13720,"Greater Mumbai, India",Silver,Fuel,F,139184.0,2014,December
13721,"Greater Mumbai, India",Platinum,Fuel,F,139301.0,2015,February
13722,"Delhi, India",Signature,Food,M,179861.0,2015,March
13723,"Ahmedabad, India",Platinum,Grocery,F,122103.0,2015,February
13724,"Ahmedabad, India",Silver,Bills,M,256416.0,2013,December
13725,"Ahmedabad, India",Platinum,Bills,M,168209.0,2014,September
13726,"Greater Mumbai, India",Gold,Food,F,5061.0,2014,November
13727,"Ahmedabad, India",Signature,Fuel,M,116125.0,2014,November
13728,"Bengaluru, India",Signature,Fuel,M,127805.0,2015,April
13729,"Ahmedabad, India",Signature,Bills,F,110331.0,2013,November
13730,"Delhi, India",Silver,Bills,F,199318.0,2014,January
13731,"Greater Mumbai, India",Silver,Food,F,126447.0,2014,March
13732,"Greater Mumbai, India",Platinum,Food,M,280207.0,2015,March
13733,"Delhi, India",Platinum,Fuel,F,134094.0,2015,April
13734,"Greater Mumbai, India",Platinum,Grocery,F,96453.0,2014,September
13735,"Delhi, India",Signature,Fuel,F,115427.0,2014,August
13736,"Greater Mumbai, India",Signature,Fuel,M,14477.0,2013,October
13737,"Greater Mumbai, India",Gold,Entertainment,F,60684.0,2014,May
13738,"Bengaluru, India",Signature,Fuel,F,201638.0,2013,December
13739,"Ahmedabad, India",Gold,Entertainment,M,262938.0,2014,December
13740,"Ahmedabad, India",Signature,Fuel,F,65223.0,2015,January
13741,"Ahmedabad, India",Gold,Food,M,188812.0,2013,December
13742,"Greater Mumbai, India",Gold,Entertainment,M,252934.0,2014,December
13743,"Delhi, India",Platinum,Food,M,3092.0,2013,October
13744,"Ahmedabad, India",Silver,Bills,M,278704.0,2014,June
13745,"Delhi, India",Silver,Grocery,F,165213.0,2015,February
13746,"Ahmedabad, India",Signature,Fuel,M,118906.0,2014,February
13747,"Greater Mumbai, India",Signature,Bills,M,285394.0,2013,November
13748,"Bengaluru, India",Signature,Bills,F,198546.0,2015,April
13749,"Delhi, India",Signature,Fuel,F,1420.0,2015,March
13750,"Delhi, India",Signature,Fuel,F,152113.0,2015,March
13751,"Delhi, India",Platinum,Bills,M,31603.0,2013,December
13752,"Delhi, India",Silver,Food,F,113888.0,2014,August
13753,"Greater Mumbai, India",Gold,Grocery,M,97239.0,2014,January
13754,"Delhi, India",Signature,Food,M,222544.0,2014,July
13755,"Ahmedabad, India",Signature,Grocery,M,57002.0,2015,February
13756,"Delhi, India",Gold,Food,F,49813.0,2015,May
13757,"Ahmedabad, India",Signature,Entertainment,M,217196.0,2015,January
13758,"Delhi, India",Platinum,Food,F,57202.0,2014,November
13759,"Delhi, India",Gold,Grocery,F,107664.0,2013,November
13760,"Ahmedabad, India",Gold,Bills,M,113278.0,2014,April
13761,"Delhi, India",Signature,Bills,M,18316.0,2014,June
13762,"Ahmedabad, India",Platinum,Entertainment,F,207868.0,2015,April
13763,"Delhi, India",Platinum,Entertainment,F,41888.0,2014,October
13764,"Delhi, India",Gold,Grocery,F,46808.0,2014,November
13765,"Greater Mumbai, India",Platinum,Grocery,F,106503.0,2013,November
13766,"Bengaluru, India",Signature,Fuel,M,14794.0,2014,August
13767,"Bengaluru, India",Platinum,Grocery,F,3831.0,2014,October
13768,"Greater Mumbai, India",Platinum,Grocery,M,261016.0,2015,April
13769,"Ahmedabad, India",Silver,Grocery,F,126017.0,2014,June
13770,"Bengaluru, India",Platinum,Food,M,191839.0,2014,October
13771,"Delhi, India",Platinum,Entertainment,M,267318.0,2014,October
13772,"Bengaluru, India",Gold,Bills,F,146766.0,2015,April
13773,"Greater Mumbai, India",Silver,Entertainment,F,267667.0,2013,October
13774,"Ahmedabad, India",Silver,Food,M,59968.0,2014,March
13775,"Ahmedabad, India",Silver,Grocery,F,287571.0,2014,July
13776,"Greater Mumbai, India",Silver,Entertainment,M,3379.0,2015,February
13777,"Greater Mumbai, India",Silver,Bills,M,263210.0,2014,July
13778,"Bengaluru, India",Gold,Fuel,M,204523.0,2015,February
13779,"Bengaluru, India",Gold,Bills,F,63162.0,2014,November
13780,"Greater Mumbai, India",Silver,Bills,F,34470.0,2013,November
13781,"Bengaluru, India",Silver,Entertainment,F,170061.0,2014,September
13782,"Delhi, India",Platinum,Bills,M,189793.0,2013,October
13783,"Greater Mumbai, India",Gold,Entertainment,F,195345.0,2014,August
13784,"Bengaluru, India",Platinum,Fuel,M,141315.0,2013,November
13785,"Greater Mumbai, India",Signature,Grocery,M,215661.0,2014,November
13786,"Greater Mumbai, India",Signature,Bills,M,49169.0,2014,March
13787,"Ahmedabad, India",Signature,Food,M,9013.0,2014,February
13788,"Delhi, India",Platinum,Bills,M,149894.0,2014,October
13789,"Delhi, India",Signature,Food,M,159063.0,2014,March
13790,"Ahmedabad, India",Gold,Grocery,F,186241.0,2014,May
13791,"Bengaluru, India",Platinum,Fuel,M,175084.0,2013,November
13792,"Bengaluru, India",Gold,Bills,M,24821.0,2014,August
13793,"Greater Mumbai, India",Signature,Grocery,F,238531.0,2013,November
13794,"Ahmedabad, India",Signature,Fuel,M,246011.0,2014,July
13795,"Bengaluru, India",Gold,Bills,M,277829.0,2015,April
13796,"Greater Mumbai, India",Gold,Entertainment,F,255423.0,2015,January
13797,"Delhi, India",Signature,Food,F,95780.0,2014,October
13798,"Delhi, India",Signature,Fuel,F,253725.0,2015,May
13799,"Greater Mumbai, India",Gold,Food,M,136328.0,2013,October
13800,"Bengaluru, India",Gold,Food,M,204030.0,2014,January
13801,"Ahmedabad, India",Platinum,Food,M,147690.0,2015,February
13802,"Ahmedabad, India",Gold,Entertainment,F,1177.0,2015,February
13803,"Greater Mumbai, India",Gold,Grocery,M,234410.0,2014,November
13804,"Bengaluru, India",Signature,Food,M,31365.0,2014,February
13805,"Delhi, India",Signature,Entertainment,F,78630.0,2014,May
13806,"Greater Mumbai, India",Signature,Bills,M,225366.0,2013,November
13807,"Bengaluru, India",Silver,Grocery,F,129021.0,2013,November
13808,"Delhi, India",Signature,Grocery,M,181924.0,2013,December
13809,"Ahmedabad, India",Platinum,Bills,F,100600.0,2013,November
13810,"Bengaluru, India",Silver,Grocery,F,238303.0,2015,February
13811,"Greater Mumbai, India",Silver,Grocery,F,19235.0,2014,December
13812,"Bengaluru, India",Platinum,Bills,M,56304.0,2015,March
13813,"Ahmedabad, India",Silver,Fuel,F,75739.0,2014,October
13814,"Bengaluru, India",Signature,Food,F,137304.0,2015,May
13815,"Delhi, India",Platinum,Grocery,F,273421.0,2014,December
13816,"Greater Mumbai, India",Platinum,Entertainment,M,19457.0,2014,November
13817,"Greater Mumbai, India",Silver,Fuel,F,265522.0,2015,May
13818,"Greater Mumbai, India",Platinum,Food,F,216660.0,2015,April
13819,"Delhi, India",Signature,Entertainment,M,145630.0,2014,October
13820,"Delhi, India",Platinum,Entertainment,M,245670.0,2014,March
13821,"Bengaluru, India",Silver,Fuel,F,113583.0,2015,March
13822,"Greater Mumbai, India",Platinum,Grocery,F,214638.0,2014,August
13823,"Delhi, India",Signature,Grocery,M,85700.0,2015,February
13824,"Delhi, India",Gold,Food,F,16854.0,2015,January
13825,"Greater Mumbai, India",Signature,Entertainment,M,187629.0,2014,April
13826,"Greater Mumbai, India",Gold,Food,M,46573.0,2015,April
13827,"Bengaluru, India",Gold,Bills,F,40906.0,2014,April
13828,"Greater Mumbai, India",Silver,Fuel,M,108182.0,2014,April
13829,"Ahmedabad, India",Signature,Grocery,F,215409.0,2015,January
13830,"Ahmedabad, India",Silver,Food,F,4545.0,2014,December
13831,"Delhi, India",Gold,Food,M,189094.0,2013,October
13832,"Greater Mumbai, India",Signature,Entertainment,F,129313.0,2014,January
13833,"Bengaluru, India",Silver,Food,M,137486.0,2014,February
13834,"Bengaluru, India",Silver,Entertainment,M,44792.0,2014,July
13835,"Bengaluru, India",Platinum,Grocery,M,1720.0,2014,October
13836,"Ahmedabad, India",Platinum,Food,F,242958.0,2015,March
13837,"Bengaluru, India",Signature,Food,M,199697.0,2015,January
13838,"Greater Mumbai, India",Platinum,Fuel,M,144736.0,2014,April
13839,"Ahmedabad, India",Platinum,Bills,F,21481.0,2013,December
13840,"Delhi, India",Gold,Food,F,77358.0,2013,October
13841,"Bengaluru, India",Gold,Grocery,M,252642.0,2014,February
13842,"Bengaluru, India",Silver,Bills,F,53610.0,2013,October
13843,"Bengaluru, India",Platinum,Food,F,65390.0,2014,February
13844,"Delhi, India",Silver,Bills,M,15864.0,2014,May
13845,"Ahmedabad, India",Silver,Entertainment,F,60856.0,2013,October
13846,"Ahmedabad, India",Platinum,Grocery,F,201942.0,2013,November
13847,"Ahmedabad, India",Silver,Entertainment,M,201401.0,2014,September
13848,"Greater Mumbai, India",Platinum,Grocery,F,153391.0,2015,February
13849,"Ahmedabad, India",Silver,Grocery,M,96936.0,2015,March
13850,"Ahmedabad, India",Platinum,Food,M,183406.0,2014,November
13851,"Delhi, India",Signature,Grocery,F,176845.0,2014,February
13852,"Ahmedabad, India",Silver,Food,M,110211.0,2014,April
13853,"Ahmedabad, India",Signature,Fuel,M,261056.0,2015,February
13854,"Delhi, India",Gold,Fuel,F,135581.0,2014,December
13855,"Ahmedabad, India",Silver,Entertainment,M,257433.0,2014,August
13856,"Bengaluru, India",Platinum,Grocery,M,173285.0,2014,April
13857,"Bengaluru, India",Signature,Fuel,F,157375.0,2014,January
13858,"Delhi, India",Gold,Bills,F,118053.0,2014,August
13859,"Delhi, India",Gold,Bills,F,138275.0,2014,September
13860,"Delhi, India",Gold,Grocery,F,107431.0,2014,December
13861,"Ahmedabad, India",Platinum,Grocery,F,145721.0,2014,April
13862,"Delhi, India",Platinum,Food,F,294490.0,2013,November
13863,"Ahmedabad, India",Platinum,Entertainment,F,80279.0,2014,January
13864,"Ahmedabad, India",Platinum,Fuel,M,86491.0,2014,April
13865,"Greater Mumbai, India",Signature,Entertainment,M,296257.0,2015,February
13866,"Delhi, India",Signature,Fuel,M,270753.0,2015,April
13867,"Delhi, India",Silver,Grocery,M,85901.0,2013,October
13868,"Greater Mumbai, India",Silver,Bills,F,260527.0,2014,January
13869,"Bengaluru, India",Gold,Food,M,60628.0,2014,January
13870,"Bengaluru, India",Gold,Food,M,125306.0,2014,June
13871,"Bengaluru, India",Signature,Food,F,148974.0,2013,December
13872,"Bengaluru, India",Signature,Bills,M,191089.0,2014,February
13873,"Ahmedabad, India",Platinum,Bills,F,251877.0,2014,March
13874,"Greater Mumbai, India",Platinum,Entertainment,M,125616.0,2014,June
13875,"Greater Mumbai, India",Silver,Entertainment,M,217359.0,2014,December
13876,"Delhi, India",Gold,Grocery,M,140577.0,2014,August
13877,"Delhi, India",Platinum,Grocery,M,271327.0,2014,April
13878,"Bengaluru, India",Gold,Fuel,M,87135.0,2014,February
13879,"Greater Mumbai, India",Gold,Bills,F,253796.0,2013,October
13880,"Ahmedabad, India",Platinum,Bills,M,31605.0,2014,August
13881,"Delhi, India",Silver,Grocery,F,66260.0,2015,April
13882,"Ahmedabad, India",Gold,Grocery,F,21970.0,2014,August
13883,"Bengaluru, India",Platinum,Fuel,M,274669.0,2014,July
13884,"Ahmedabad, India",Signature,Food,M,210306.0,2013,December
13885,"Bengaluru, India",Platinum,Entertainment,M,64257.0,2014,October
13886,"Bengaluru, India",Signature,Fuel,F,129356.0,2013,October
13887,"Ahmedabad, India",Signature,Entertainment,F,287466.0,2014,September
13888,"Ahmedabad, India",Platinum,Fuel,F,182285.0,2015,April
13889,"Greater Mumbai, India",Gold,Food,F,208112.0,2014,May
13890,"Bengaluru, India",Gold,Grocery,F,117127.0,2014,March
13891,"Ahmedabad, India",Silver,Grocery,M,3388.0,2014,March
13892,"Ahmedabad, India",Platinum,Fuel,F,83519.0,2015,March
13893,"Delhi, India",Platinum,Entertainment,F,260275.0,2015,April
13894,"Delhi, India",Gold,Bills,F,236930.0,2013,December
13895,"Ahmedabad, India",Signature,Fuel,F,112301.0,2015,April
13896,"Delhi, India",Silver,Entertainment,M,211530.0,2014,November
13897,"Delhi, India",Signature,Grocery,M,11927.0,2014,April
13898,"Bengaluru, India",Platinum,Entertainment,M,215500.0,2014,October
13899,"Ahmedabad, India",Gold,Food,F,22594.0,2014,December
13900,"Ahmedabad, India",Signature,Food,M,267136.0,2014,January
13901,"Greater Mumbai, India",Silver,Grocery,F,287870.0,2014,December
13902,"Delhi, India",Silver,Bills,F,195444.0,2013,November
13903,"Delhi, India",Gold,Fuel,F,68847.0,2014,July
